mon,pronunciation,pos,th
ဇြုံဍာ်,ซฺุมดาจ,น.,งูชนิดหนึ่งไม่มีพิษชอบหากินสัตว์น้ำ เช่น ปลา
ဇြုံပလတ်ခမာဲစါၚ်,ซฺุมปะลอดคะมายจาญ,น.,งูชนิดหนึ่งขนาดเล็กชอบกินไข่ไก่
ဇြုံဗတသ္ကဟ်,ซฺุมแปฺ.ตะซะกอ.ฮ,น.,งูเขียวหางไหม้
ဇြုံဗၠောဝ်,ซฺุมโปฺฺล,น.,งูเห่าตาลาน
ဇြုံဗၠောဝ်,ซฺุมโปฺฺล,น.,งูสิงห์
ဇြုံဗၠောဝ်,ซฺุมโปฺฺล,น.,งูเห่าตะลาน
ဇြုံဗုဲ,ซฺุมปฺุย,น.,งูแมวแซว
ဇြုံဗုဲ,ซฺุมปฺุย,น.,งูแมวเซา
ဇြုံသၟိၚ်က္ဍိုပ်,ซฺุมซะเมิญกะดาบ,น.,งูจงอาง
ဇြုံသာံသောတ်,ซฺุมซามโซด,น.,งูปลา
ဇြေဟ်,เซฺ.ฮ,น.,ซี่ เช่น ซี่ไม้กวาด
ဇြေဟ်,เซฺ.ฮ,ลน.,วง เช่น  လစိန်မွဲဇြေဟ် แหวนหนึ่งวง
ဇြေဟ်,เซฺ.ฮ,ลน.,ซี่
ဇြေဟ်ဇုတ်,เซฺ.ฮจฺุด,น.,ซี่โครง
ဇြဲ,ซฺัว,น.,ต้นโพธิ์
ဇြဲ,ซฺัว,น.,ต้นไทร
ဇြဲက္ၜိုၚ်,ซฺัวกะบิาง,น.,ต้นกร่าง
ဇြဲတ္ၜောၚ်,ซฺัวตะโบง,น.,ต้นกร่าง
ဇြဲတောန်,ซฺัวโตน,น.,ต้นไทร
ဇြဲတောန်,ซฺัวโตน,น.,ต้นอชปาลนิโครธ
ဇြဲထဝ်,ซฺัวทอ,น.,ต้นโพธิ
ဇြဲဗောဓိ,ซฺัวโปฺวทิฺ,น.,ต้นโพธิ
ဇြဲမဟာဘုတ်,ซฺัวแมฺ.ฮาพฺูด,น.,ต้นศรีมหาโพธิ์
ဇြဲသုံ,ซฺัวซุม,น.,ต้นไทรย้อย
ဇြောတ်,โซฺด,ก.,ดูด
ဇြောဟ်,โซฺฮ,น.,เหว
ဇြောဟ်,โซฺฮ,ว.,ลึก
ဇြံၚ်,ซฺอง,น.,เสวียนใช้รองหม้อกันเปื้อน
ဇြံၚ်ထၟာဲ,ซองทะมาย,น.,เสวียน
ဇွက်သာ,เฟฺียกซา,น.,น้ำประสานดีบุก
ဇွဟ်,ฟฺอ.ฮ,น.,ไข้
ဇွာ,แฟฺ-า,น.,เพื่อนสนิท
ဇွာ,แฟฺ-า,น.,เกลอ
ဇွိ,ฟฺิ,ว.,ซ้าย เช่น တဲဇွိ มือซ้าย
ဇွိဇ္ဇ,ฟฺิดแจฺ.,น.,ประเทศสวิสเซอร์แลนด์
ဇွိတ်,ฟฺิด,ก.,ลูบ
ဇွိတ်,ฟฺิด,ก.,ลูบคลำ
ဇွိတ်သပေါတ်,ฟฺิดซะโปด,ก.,ลูบไล้
ဇွိတ်သပေါတ်,ฟฺิดซะโปด,ก.,ลูบคลำ
ဇွောဝ်,โฟฺ,ก.,ไหล
ဇွံ,ฟฺอ.ห,น.,ไข้
ဇွံချာံ,ฟฺอ.ฮคฺยาม,ก.,ไข้หวัด
ဇွံဂစေံ,ฟฺอ.ฮแกฺ.เจม,น.,ไข้ป่า
ဇွံဂစေံ,ฟฺอ.ฮแกฺ.เจม,น.,ไข้มาเลเรีย
ဇွံဂြိုပ်,ฟฺอ.ฮเกฺฺริบ,น.,ไข้ป่า
ဇွံဂြိုပ်,ฟฺอ.ฮเกฺฺริบ,น.,ไข้มาเลเรีย
ဇွံဇတဝ်,ฟฺอ.ฮแจฺ.ตอ,น.,ไข้จับสั่น
ဇွံဍိုၚ်,ฟฺอ.ฮดิาง,น.,ไข้ป่า
ဇွံဍိုၚ်,ฟฺอ.ฮดิาง,น.,ไข้มาเลเรีย
ဇွောံမအဟာ,โฟฺ.แมฺ.อะฮา,น.,สะเบียงอาหาร
ဇွံလမှုဟ်,ฟฺอ.ฮแลฺ.มุฮ,น.,ไข้หนาว
ဇွံလမှုဟ်,ฟฺอ.ฮแลฺ.มุฮ,น.,ไข้เย็น(ครั่นเนื้อครั่นตัว)
ဇွံသန္နိပါတ်,ฟฺอ.ฮซอนนิปาด,น.,ไข้สันนิบาต
ဇွောံ,โฟฺ.,น.,สะเบียง
ဇွောံမ,โฟฺ.แมฺ.,น.,สะเบียงกรัง
ဇွိုန်,เฟฺิน,น.,เหงือก
ဇွိုန်,เฟฺิน,น.,กระแส
ဇွိုန်,เฟฺิน,น.,ละลอก(คลื่น)
ဇွိုန်ၚေက်,เฟฺินเงฺียก,น.,เหงือก
ဇွိုန်လပှ်,เฟฺินแลฺ.ปอ.ฮ,น.,กระแสคลื่น
ဇွိုန်လပှ်,เฟฺินแลฺ.ปอ.ฮ,น.,ละลอกคลื่น
ၛ,แชฺ.,น.,พยัญชนะมอญตัวที่ 9
ၛုတ်,ชฺุด,น.,จั่น
ၛုတ်,ชฺุด,น.,เครื่องมือดักปลา
ၛၚ်,แชฺง,น.,เบี้ย
ၛၚ်,แชฺง,น.,วัสดุใช้แทนทุน
ၛန်,ชฺอน,น.,สวิงตักปลา
ၛဟ်,ชฺอ.ฮ,ก.,ทำให้พร่าตา
ၛာ,แชฺ-า,ว.,ช้า
ၛာန်,ชฺาน,น.,ฌาน
ၛာပ်,ชฺาบ,ลน.,หยิบมือ
ၛာပ်,ชฺาบ,ก.,หยิบ
ၛုဟ်,ชฺุฮ,ก.,บุ้ย เช่น บุ้ยปา
ၛုဟ်,ชฺุฮ,ก.,ยุ(ให้หมากัด)
ၛော,โชฺว,ว.,ทะลึ่ง
ၛော,โชฺว,ว.,ยุขึ้น
ၛိုအ်,เชฺอ.ฮ,ก.,ติดขัด
ၛိုအ်,เชฺอ.ฮ,ก.,คาค้าง
ည,แญ.,น.,พยัญชนะมอญตัวที่10
ညန်,ญฺอน,ว.,ใกล้
ညာတ်,ญฺาด,ก.,เห็น
ညာတ်,ญฺาด,ก.,พบ
ညာတ်ဒးရး,ญฺาดแตฺ.ฮแรฺ.ฮ,ว.,เห็นชอบ
ညာတိက,แญฺ-าตอย.กะ,น.,ญาติ
ညာတိက,แญฺ-าตอย.กะ,น.,พี่น้อง
ညာတိဝံၚ်သ,แญฺ-าตอย.วฺองซะ,น.,ญาติวงศ์
ညာတိဝံၚ်သ,แญฺ-าตอย.วฺองซะ,น.,วงศาคณาญาติ
ညာဏ,แญฺ-านะ,น.,ญาณ
ညာဏ်ပည္ညာ,ญฺานปอนญา,น.,สติปัญญา
ညာဏ်ပည္ညာ,ญฺานปอนญา,น.,ความรอบรู้
ညာဏ်ဘာန်,ญฺานพฺาน,น.,ปฏิภาณ
ညာဏ်ဘာန်,ญฺานพฺาน,น.,สติปัญญา
ညာဏ်သ္ကာ,ญฺานซะกา,น.,สติปัญญาดี
ညာဏ်သ္ကာ,ญฺานซะกา,น.,สติปัญญาเฉียบแหลม
ညိ,ญฺิ,ว.,นิด
ညိ,ญฺิ,ว.,หน่อย
ညိ,ญฺิ,ว.,เถิด
ညိ,ญฺิ,ว.,เทอญ
ညိည,ญฺิแญฺ.,ว.,เล็กน้อย
ညိည,ญฺิแญฺ.,ว.,นิดหน่อย
ညိနာၚ်,ญฺินฺาญ,ว.,เล็กน้อย
ညဳ,ญฺี,ว.,เสมอ
ညဳ,ญฺี,ว.,ถ้วนทั่ว
ညဳ,ญฺี,ว.,เรียบ
ညဳသာ,ญฺีซา,ว.,พร้อมเพรียง
ညဳသာ,ญฺีซา,ว.,สามัคคี
ညဳသာ,ญฺีซา,ว.,ร่วมใจกัน
ညဳသမဟ်,ญฺีซะมอ.ฮ,ว.,พร้อมเพรียงกัน
ညဳသမဟ်,ญฺีซะมอ.ฮ,ว.,กลมเกลียวกัน
ညဳသမဟ်,ญฺีซะมอ.ฮ,ว.,เสมอภาค
ညဳညပ်,ญฺีญฺอบ,ว.,เสมอกัน
ညဳညပ်,ญฺีญฺอบ,ว.,ราบเรียบ
ညဳအပ်,ญฺีออบ,ว.,เหมาะกับ
ညဳအပ်,ญฺีออบ,ว.,เหมาะแก่
ညောန်,โญฺน,ว.,ใกล้
ညောန်,โญฺน,ว.,จวน
ညောန်,โญฺน,ว.,เจียน
ညောန်ကဵု,โญฺนกอ,ว.,ใกล้กับ
ညောန်ကဵု,โญฺนกอ,ว.,ใกล้ต่อ
ညံၚ်,ญฺอง,ว.,ดุจ
ညံၚ်,ญฺอง,ว.,ดัง
ညံၚ်,ญฺอง,ว.,เช่น
ညံၚ်,ญฺอง,ว.,อย่าง
ညံၚ်,ญฺอง,ว.,ราว
ညံၚ်ဂွံ,ญฺองเกฺอ.,ว.,ให้จงได้
ညံၚ်ဂွံ,ญฺองเกฺอ.,ว.,ให้จนได้
ညံၚ်နဲ,ญฺองนัฺว,ว.,ดุจดัง
ညံၚ်နဲ,ญฺองนัฺว,ว.,ประหนึ่งว่า
ညံၚ်နဲ,ญฺองนัฺว,ว.,เสมือนหนึ่ง
ညံၚ်ရဴ,ญฺองแรฺ-า,ว.,ราวกับ
ညံၚ်ရဴ,ญฺองแรฺ-า,ว.,ดุจดัง
ညံၚ်ရဴ,ญฺองแรฺ-า,ว.,ประหนึ่งว่า
ညံၚ်သာ်ဂှ်,ญฺองซาจกฺอ.ฮ,ว.,เหมือนดังนั้น
ညံၚ်သာ်ဂှ်,ญฺองซาจกฺอ.ฮ,ว.,ดุจนัยนั้น
ညံၚ်လွာ,ญฺองแลฺ.แวฺ-า,ว.,ดุจดัง
ညံၚ်လွာ,ญฺองแลฺ.แวฺ-า,ว.,ฉกเช่น
ညံၚ်လွာ,ญฺองแลฺ.แวฺ-า,ว.,ราวกับ
ညံၚ်သၟး,ญฺองซะมะฮ,ว.,ประหนึ่งว่า
ညံၚ်သၟး,ญฺองซะมะฮ,ว.,เสมือนหนึ่ง
ညံၚ်သၟး,ญฺองซะมะฮ,ว.,ฉกเช่น
ညး,แญฺ.ฮ,ส.,เขา
ညး,แญฺ.ฮ,ส.,ผู้อื่น(บุคคลที่3)
ညးတံ,แญฺ.ฮตอ.,ส.,เขาทั้งหลาย
ညးဂမၠိုၚ်,แญฺ.ฮกฺอมลิฺาง,ส.,เขาทั้งหลาย
ညးပၞာန်,แญฺ.ฮปะนาน,น.,นักรบ
ညးဖျာ,แญฺ.ฮพฺยา,น.,ชาวตลาด
ညးဖျိန်ကွာၚ်,แญฺ.ฮพฺยินกฺวาญ,น.,ช่างของหวาน
ညးဖျိန်ကွာၚ်,แญฺ.ฮพฺยินกฺวาญ,น.,ช่างขนม
ညးဗနိက်,แญฺ.ฮแปฺ.เนิฺจ,น.,นักธุรกิจ
ညးဗနိက်,แญฺ.ฮแปฺ.เนิฺจ,น.,พ่อค้า
ညးဒမၠုမတ်,แญฺ.ฮตฺอมลฺุมฺอด,น.,นักมายากล
ညးကွ,แญฺ.ฮกฺวะ,น.,คนเตี้ย
ညးကွ,แญฺ.ฮกฺวะ,น.,คนแคระ
ညးလွေဟ်,แญฺ.ฮแลฺ.เวฺฮ,น.,คนยากจน
ညးလွေဟ်,แญฺ.ฮแลฺ.เวฺฮ,น.,ผู้ยากไร้
ညးသာဗၞိက်,แญฺ.ฮซาแปฺ.เนิฺจ,น.,พ่อค้า
ညးသာဗၞိက်,แญฺ.ฮซาแปฺ.เนิฺจ,น.,บุคคลชั้นพ่อค้า
ညှ,แญฺ.,ก.,นิมนต์
ညှ,แญฺ.,ก.,เชื้อเชิญ
ညှဟ်,ญฺอ.ฮ,ก.,สลัด
ညှဟ်,ญฺอ.ฮ,ก.,สะบัด เช่น  ဟွံဂံၚ်ညှဟ် ไม่กล้าสลัด
ညှာ,แญฺ-า,ก.,เกรง
ညှာစိုတ်,แญฺ-าจอด,ก.,เกรงใจ
ညှာညှာ,แญฺ-าแญฺ-า,ว.,ค่อย ๆ
ညှာညှာ,แญฺ-าแญฺ-า,ว.,เบา ๆ
ညှာညှာ,แญฺ-าแญฺ-า,ว.,ยั้ง ๆ
ညှာတာ,แญฺ-าตา,ก.,เกรง
ညှာတာ,แญฺ-าตา,ก.,กลัว
ညှာဒည,แญฺ-าแตฺ.แญฺ.,ก.,เกรงกลัว
ညှံၚ်,ญฺอง,ว.,กะเผลก
ညှံၚ်,ญฺอง,ว.,เดี้ยง
ဋ,ตะ,น.,พยัญชนะมอญตัวที่ 11
ဋဳကာ,ตีกา,น.,ฎีกา
ဋဳကာ,ตีกา,น.,บัตรเชิญ
ဌ,ทะ,น.,พยัญชนะมอญตัวที่ 12
ဌာန,ทาน,น.,สถานที่
ဌာန,ทาน,น.,ตำแหน่ง
ဌာန,ทาน,น.,หน้าที่
ဌာန်,ทาน,น.,สถานที่
ဌာန်,ทาน,น.,กรม
ဌာန်ပါ်,ทานปาจ,น.,กรมกอง
ဌာန်ဝန်ဇၞော်,ทานวฺอนแจฺ.โนฺก,น.,กระทรวง
ဌာန်ဝန်ဇၞော်,ทานวฺอนแจฺ.โนฺก,น.,ทบวง
ဌာန်ဝန်ဇၞော်,ทานวฺอนแจฺ.โนฺก,น.,กรม
ဌာန်ဝန်ဇၞော်ပရေၚ်စဵုဒၞာ,ทานวฺอนแจฺ.โนฺกปะเรียงเจอแตฺ.แนฺ-า,น.,กระทรวงกลาโหม
ဌာန်ဝန်ဇၞော်ပရေၚ်ဆက်စၠောအ်ဂၠံၚ်ဍာန်,ทานวฺอนแจฺ.โนฺกปะเรียงชักจะโล.กฺฺลองดาน,น.,กระทรวงคมนาคม
ဌာန်ဝန်ဇၞော်ပရေၚ်ဍုၚ်သအာၚ်,ทานวฺอนแจฺ.โนฺกปะเรียงเดิงซะอาญ,น.,กระทรวงต่างประเทศ
ဌာန်ဝန်ဇၞော်ပရေၚ်တဵုလဝဳကေုာံသမာဝါယမ,ทานวฺอนแจฺ.โนฺกปะเรียงไตวแลฺ.วีฺโกมเกา.ซะมาแวฺ-าแยฺ.แมฺ.,น.,กระทรวงเกษตรและสหกรณ์
ဌာန်ဝန်ဇၞော်ပရေၚ်ထတ်ယုက်,ทานวฺอนแจฺ.โนฺกปะเรียงทอดเยฺิก,น.,กระทรวงสาธารณสุข
ဌာန်ဝန်ဇၞော်ပရေၚ်ပညာ,ทานวฺอนแจฺ.โนฺกปะเรียงปอนญา,น.,กระทรวงศึกษาธิการ
ဌာန်ဝန်ဇၞော်ပရေၚ်ပိုန်ဒြပ်,ทานวฺอนแจฺ.โนฺกปะเรียงไปนทฺฺรอบ,น.,กระทรวงพานิชย์
ဌာန်ဝန်ဇၞော်ပရေၚ်ဘန်ဍာ,ทานวฺอนแจฺ.โนฺกปะเรียงพฺอนดา,น.,กระทรวงการคลัง
ဌာန်ဝန်ဇၞော်ပရေၚ်ဘာတက္ကသိုလ်,ทานวฺอนแจฺ.โนฺกปะเรียงตักกะซอ,น.,ทบวงมหาวิทยาลัย
ဌာန်ဝန်ဇၞော်ပရေၚ်ရုၚ်ကလောန်စက်ယန်,ทานวฺอนแจฺ.โนฺกปะเรียงเริฺงกะโลนจักยฺอน,น.,กระทรวงอุตสาหกรรม
